epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,2722.37,1.12191,1.00749,1.44587,0.82952,0.78865,0.8532,0.53295,1.28227,0.88655,1.60782,0.006931,0.006931,0.006931
33,2806.48,1.1264,1.00556,1.43955,0.81912,0.81606,0.87242,0.54878,1.27275,0.82842,1.59571,0.006832,0.006832,0.006832
34,2889.58,1.12543,0.98766,1.44086,0.84344,0.81498,0.86728,0.54614,1.25959,0.79737,1.59795,0.006733,0.006733,0.006733
35,2974.72,1.11459,0.98878,1.43645,0.80383,0.82957,0.87034,0.54358,1.28428,0.81666,1.59595,0.006634,0.006634,0.006634
36,3059.1,1.10691,0.98185,1.42526,0.85154,0.83871,0.87667,0.55777,1.25656,0.80843,1.57564,0.006535,0.006535,0.006535
37,3142.51,1.09574,0.95759,1.42086,0.85109,0.8198,0.87498,0.5624,1.25832,0.80254,1.58546,0.006436,0.006436,0.006436
38,3226.77,1.09455,0.96004,1.41806,0.83034,0.80572,0.87048,0.54714,1.29836,0.80854,1.61552,0.006337,0.006337,0.006337
39,3309.68,1.08326,0.95906,1.40627,0.83227,0.82647,0.87612,0.55413,1.25643,0.80365,1.59077,0.006238,0.006238,0.006238
40,3394.77,1.08273,0.93635,1.40478,0.84366,0.81637,0.88419,0.56905,1.2566,0.78427,1.58992,0.006139,0.006139,0.006139
41,3478.87,1.06725,0.92332,1.39441,0.84162,0.81758,0.87632,0.56539,1.25676,0.79025,1.5736,0.00604,0.00604,0.00604
42,3562.16,1.0644,0.92307,1.39299,0.83136,0.85544,0.88712,0.57117,1.23442,0.78288,1.5658,0.005941,0.005941,0.005941
43,3646.45,1.05825,0.91505,1.38958,0.84873,0.80507,0.87886,0.57117,1.24957,0.79647,1.57149,0.005842,0.005842,0.005842
44,3728.62,1.05884,0.91544,1.38653,0.83424,0.84533,0.8937,0.58241,1.2324,0.75849,1.56503,0.005743,0.005743,0.005743
45,3810.04,1.05676,0.90159,1.38543,0.85486,0.82549,0.88467,0.56814,1.25487,0.76501,1.58086,0.005644,0.005644,0.005644
46,3891.16,1.0456,0.88797,1.37428,0.85119,0.82075,0.88695,0.57805,1.22555,0.75491,1.55625,0.005545,0.005545,0.005545
47,3972.82,1.03714,0.89211,1.37461,0.84356,0.82314,0.88468,0.57233,1.2368,0.76853,1.56458,0.005446,0.005446,0.005446
48,4055.23,1.03244,0.88752,1.36746,0.83045,0.84427,0.87797,0.5667,1.25345,0.76679,1.59108,0.005347,0.005347,0.005347
49,4139.92,1.03,0.87164,1.36046,0.84737,0.83987,0.88985,0.57144,1.25104,0.75851,1.57733,0.005248,0.005248,0.005248
50,4223.42,1.02437,0.86957,1.36258,0.8416,0.8287,0.87828,0.57316,1.22481,0.76264,1.56827,0.005149,0.005149,0.005149
51,4307.06,1.0156,0.85199,1.35019,0.83304,0.82981,0.88468,0.58338,1.22363,0.76739,1.55615,0.00505,0.00505,0.00505
52,4391.74,1.01251,0.85787,1.35386,0.85432,0.81538,0.87682,0.57815,1.22679,0.7565,1.5613,0.004951,0.004951,0.004951
53,4477.74,1.00209,0.83818,1.34366,0.84803,0.82647,0.88872,0.58588,1.21742,0.75055,1.55431,0.004852,0.004852,0.004852
54,4561.04,0.99441,0.83291,1.33827,0.83145,0.85095,0.88806,0.58392,1.21925,0.7412,1.55728,0.004753,0.004753,0.004753
55,4645.55,0.99103,0.83265,1.33557,0.84935,0.84093,0.8875,0.58256,1.20729,0.72961,1.55786,0.004654,0.004654,0.004654
56,4729.9,0.9902,0.82958,1.33309,0.85488,0.85185,0.88676,0.58276,1.23832,0.72312,1.57275,0.004555,0.004555,0.004555
57,4817.35,0.98176,0.81788,1.32811,0.85198,0.83234,0.88647,0.58442,1.23382,0.73404,1.57722,0.004456,0.004456,0.004456
58,4899.53,0.97466,0.8082,1.3242,0.82191,0.86245,0.88657,0.58484,1.22763,0.75091,1.57462,0.004357,0.004357,0.004357
59,4970.93,0.97036,0.80031,1.3183,0.84941,0.82821,0.87979,0.57616,1.22564,0.74607,1.56863,0.004258,0.004258,0.004258
60,5040.64,0.9712,0.79008,1.31772,0.85904,0.82759,0.8862,0.58771,1.22563,0.7312,1.57851,0.004159,0.004159,0.004159
61,5109.6,0.96564,0.79227,1.31564,0.84494,0.84872,0.88821,0.5822,1.22517,0.7327,1.57037,0.00406,0.00406,0.00406
62,5188.3,0.9539,0.79442,1.31173,0.83136,0.84538,0.88712,0.58487,1.2191,0.73495,1.5712,0.003961,0.003961,0.003961
63,5272.97,0.95383,0.78651,1.30459,0.84643,0.83993,0.8899,0.58646,1.23726,0.71949,1.59166,0.003862,0.003862,0.003862
64,5369.88,0.95069,0.78057,1.30108,0.84446,0.84872,0.88869,0.58753,1.23283,0.70882,1.58023,0.003763,0.003763,0.003763
65,5466.2,0.93836,0.7641,1.2939,0.84202,0.84782,0.88826,0.59018,1.21633,0.7296,1.56742,0.003664,0.003664,0.003664
66,5550.66,0.9371,0.75862,1.29575,0.82896,0.84983,0.88308,0.58686,1.23082,0.73749,1.57921,0.003565,0.003565,0.003565
67,5624.48,0.92703,0.7504,1.28792,0.82497,0.85539,0.88329,0.58937,1.22134,0.72961,1.57189,0.003466,0.003466,0.003466
68,5691.41,0.92547,0.75769,1.28528,0.82854,0.85206,0.88205,0.5855,1.2198,0.72466,1.58229,0.003367,0.003367,0.003367
69,5757.8,0.91976,0.74355,1.27914,0.86398,0.82663,0.88153,0.58853,1.21909,0.72338,1.57638,0.003268,0.003268,0.003268
70,5823.15,0.91779,0.74262,1.27903,0.86496,0.81938,0.88202,0.58621,1.21925,0.72591,1.58385,0.003169,0.003169,0.003169
71,5888.11,0.90987,0.74191,1.27713,0.83089,0.84713,0.88241,0.58599,1.21348,0.72662,1.58211,0.00307,0.00307,0.00307
72,5958.85,0.90567,0.73583,1.27269,0.84764,0.82314,0.88201,0.58621,1.21546,0.7238,1.57927,0.002971,0.002971,0.002971
73,6031.05,0.90483,0.73522,1.27569,0.84907,0.83225,0.88213,0.58256,1.21885,0.72785,1.58117,0.002872,0.002872,0.002872
74,6102.98,0.88769,0.72294,1.26076,0.85134,0.83315,0.88728,0.58525,1.21372,0.71924,1.57706,0.002773,0.002773,0.002773
75,6174.98,0.89699,0.72739,1.26442,0.84478,0.84538,0.8918,0.59088,1.21036,0.72232,1.57593,0.002674,0.002674,0.002674
76,6247.05,0.88742,0.71662,1.25863,0.8593,0.83092,0.88764,0.58979,1.21485,0.72421,1.58312,0.002575,0.002575,0.002575
77,6319.64,0.88004,0.70847,1.25965,0.86545,0.83092,0.88593,0.58978,1.22128,0.72607,1.58923,0.002476,0.002476,0.002476
78,6401.1,0.87556,0.70638,1.25398,0.86202,0.82202,0.88362,0.58849,1.21897,0.72679,1.58753,0.002377,0.002377,0.002377
79,6482.53,0.86708,0.69858,1.24515,0.85465,0.83068,0.88131,0.5887,1.22317,0.72788,1.59408,0.002278,0.002278,0.002278
